# exp1b lookup/retrieve time cost (batch-amortized). payload=1024 reps=5 B=512 n_batches=32
# methods: fifo_bounded / chained_hash_bounded / balanced_tree_bounded / psn_dynblock(S0=payload) / psn_dynblock_adaptive(收敛后冻结) / ring_fixed(固定S=4096去弹性) / index_only(对照E)
# modes: gbn_long64(64) / gbn_short8(8) / sr_16(16) / sr_64(64); per-op = 一次 retrieve_range/retrieve_set(定位+memcpy+升序交付全过程)
# SR retrieve_set 按第 4B 升序契约交付; sort_impl=0 主(glibc qsort)/1 xval(内联插入排序)，只作用于 SR 排序路径(GBN 无排序故两遍一致)
#   fifo/hash/index_only 显式 sort_u32_asc; tree=tree_search_set(排序+k 次 O(log N) 查找, 主; tree_inorder=1 才退中序 O(N)); dynblock 位置映射扫槽
# N=缓存深度(工作集条数)=环长(所有方法同义); dynblock 环长=N(Φ=psn%N O(1)); index_only=Φ纯算术 len=0 无 memcpy
# p50=主指标 p90=次指标; p99 仅留痕(实机尾部干净, p99 备查)
# floor(空批,读钟/B): B=512 median=0.195 ns/op; B=32(xval) median=0.256 ns/op
# 第 35 条口径：pkts_per_op=K（每个操作固定 K 个重传报文；SR=K 个互异 PSN、GBN=K 个连续 PSN，K 在所有 N 下恒定）
# ring_bytes=dynblock 占用面积=N×stride(S)（stride=align16(S)，24B 头不计）；非 dynblock 方法=0（无环缓冲）
# main_metric=batch_p50_ns（每批固定 K 个报文的 retrieve 摊到单批的 p50，即「每批固定 K 个报文」口径）
method,sort_impl,mode,N,pkts_per_op,ring_bytes,payload,B,n_batches,reps,mean_ns,std_ns,p50_ns,p90_ns,p99_ns,main_metric
index_only,0,gbn_long64,5120,64,0,1024,512,32,5,204.201,1.542,203.362,206.516,210.317,batch_p50_ns
index_only,1,gbn_long64,5120,64,0,1024,512,32,5,203.184,3.623,203.402,205.562,212.967,batch_p50_ns
fifo_bounded,0,gbn_short8,5120,8,0,1024,512,32,5,20374.153,484.509,20402.728,20950.631,21496.559,batch_p50_ns
fifo_bounded,1,gbn_short8,5120,8,0,1024,512,32,5,20352.216,479.732,20382.539,20950.441,21240.463,batch_p50_ns
chained_hash_bounded,0,gbn_short8,5120,8,0,1024,512,32,5,129.227,3.923,128.441,130.618,143.189,batch_p50_ns
chained_hash_bounded,1,gbn_short8,5120,8,0,1024,512,32,5,128.874,2.859,128.341,130.354,141.377,batch_p50_ns
balanced_tree_bounded,0,gbn_short8,5120,8,0,1024,512,32,5,255.302,5.186,253.684,262.961,271.888,batch_p50_ns
balanced_tree_bounded,1,gbn_short8,5120,8,0,1024,512,32,5,259.637,12.572,256.910,266.679,325.511,batch_p50_ns
psn_dynblock,0,gbn_short8,5120,8,5242880,1024,512,32,5,120.570,5.771,119.229,121.417,148.397,batch_p50_ns
psn_dynblock,1,gbn_short8,5120,8,5242880,1024,512,32,5,121.594,4.372,119.559,127.784,136.389,batch_p50_ns
psn_dynblock_adaptive,0,gbn_short8,5120,8,5242880,1024,512,32,5,119.931,2.727,119.342,121.389,134.116,batch_p50_ns
psn_dynblock_adaptive,1,gbn_short8,5120,8,5242880,1024,512,32,5,120.422,3.237,119.360,125.379,133.255,batch_p50_ns
ring_fixed,0,gbn_short8,5120,8,20971520,1024,512,32,5,216.793,38.387,206.934,230.578,431.267,batch_p50_ns
ring_fixed,1,gbn_short8,5120,8,20971520,1024,512,32,5,202.997,5.326,201.586,210.222,217.219,batch_p50_ns
index_only,0,gbn_short8,5120,8,0,1024,512,32,5,25.949,0.611,25.890,25.924,27.704,batch_p50_ns
index_only,1,gbn_short8,5120,8,0,1024,512,32,5,25.932,0.476,25.884,25.916,28.265,batch_p50_ns
fifo_bounded,0,sr_16,5120,16,0,1024,512,32,5,44116.228,311.554,44137.584,44450.214,44942.881,batch_p50_ns
fifo_bounded,1,sr_16,5120,16,0,1024,512,32,5,43968.471,322.807,43958.327,44322.528,44879.911,batch_p50_ns
chained_hash_bounded,0,sr_16,5120,16,0,1024,512,32,5,623.089,13.544,617.620,644.074,662.724,batch_p50_ns
chained_hash_bounded,1,sr_16,5120,16,0,1024,512,32,5,466.145,21.924,458.594,481.367,581.992,batch_p50_ns
balanced_tree_bounded,0,sr_16,5120,16,0,1024,512,32,5,1160.700,27.266,1158.492,1186.958,1254.190,batch_p50_ns
balanced_tree_bounded,1,sr_16,5120,16,0,1024,512,32,5,919.163,26.623,912.649,935.001,1066.823,batch_p50_ns
psn_dynblock,0,sr_16,5120,16,5242880,1024,512,32,5,418.458,18.259,414.850,432.036,509.258,batch_p50_ns
psn_dynblock,1,sr_16,5120,16,5242880,1024,512,32,5,413.607,19.634,409.397,419.480,521.348,batch_p50_ns
psn_dynblock_adaptive,0,sr_16,5120,16,5242880,1024,512,32,5,413.780,8.404,411.045,423.797,437.665,batch_p50_ns
psn_dynblock_adaptive,1,sr_16,5120,16,5242880,1024,512,32,5,414.926,11.382,413.151,427.216,468.085,batch_p50_ns
ring_fixed,0,sr_16,5120,16,20971520,1024,512,32,5,543.249,41.456,530.181,582.335,769.594,batch_p50_ns
ring_fixed,1,sr_16,5120,16,20971520,1024,512,32,5,558.699,65.770,534.977,613.974,875.234,batch_p50_ns
index_only,0,sr_16,5120,16,0,1024,512,32,5,323.445,3.376,322.385,328.050,334.953,batch_p50_ns
index_only,1,sr_16,5120,16,0,1024,512,32,5,166.878,18.796,164.762,169.965,192.443,batch_p50_ns
fifo_bounded,0,sr_64,5120,64,0,1024,512,32,5,175925.776,681.236,175854.120,176803.899,177495.127,batch_p50_ns
fifo_bounded,1,sr_64,5120,64,0,1024,512,32,5,175952.817,642.492,175877.241,176801.251,177732.219,batch_p50_ns
chained_hash_bounded,0,sr_64,5120,64,0,1024,512,32,5,3299.279,57.120,3273.968,3373.618,3564.937,batch_p50_ns
chained_hash_bounded,1,sr_64,5120,64,0,1024,512,32,5,2483.681,55.529,2474.381,2542.931,2713.657,batch_p50_ns
balanced_tree_bounded,0,sr_64,5120,64,0,1024,512,32,5,4986.446,78.323,4962.528,5053.399,5307.314,batch_p50_ns
balanced_tree_bounded,1,sr_64,5120,64,0,1024,512,32,5,4087.578,82.420,4062.434,4168.927,4385.931,batch_p50_ns
psn_dynblock,0,sr_64,5120,64,5242880,1024,512,32,5,1685.673,41.070,1667.144,1765.270,1804.212,batch_p50_ns
psn_dynblock,1,sr_64,5120,64,5242880,1024,512,32,5,1681.109,42.404,1665.241,1748.111,1819.586,batch_p50_ns
psn_dynblock_adaptive,0,sr_64,5120,64,5242880,1024,512,32,5,1708.866,63.389,1668.363,1805.874,1842.984,batch_p50_ns
psn_dynblock_adaptive,1,sr_64,5120,64,5242880,1024,512,32,5,1687.226,45.364,1668.966,1784.092,1823.935,batch_p50_ns
ring_fixed,0,sr_64,5120,64,20971520,1024,512,32,5,2199.883,142.912,2142.507,2333.673,3041.773,batch_p50_ns
ring_fixed,1,sr_64,5120,64,20971520,1024,512,32,5,2235.966,172.068,2161.702,2370.486,3112.137,batch_p50_ns
index_only,0,sr_64,5120,64,0,1024,512,32,5,1751.850,11.009,1749.694,1761.470,1812.910,batch_p50_ns
index_only,1,sr_64,5120,64,0,1024,512,32,5,985.681,90.907,946.584,1212.947,1228.352,batch_p50_ns
